srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,Prediction
3017184,AJ,23,400001,233,233,131,A,ADLD,400101,2017-05-20,2017-02-21,2018-03-25,4398,2018-03-30,12.759267725594196
3062178,C,7,500004,233,233,228,A,ADLD,500034,2017-05-18,2017-04-10,2018-04-06,4477,2018-04-09,9.794430351008385
3048863,AJ,27,110034,233,233,228,A,ADLD,121002,2018-02-21,2017-06-01,2018-04-03,4388,2018-04-06,13.032330819031817
3050263,AI,8,700064,201,233,131,D,ADLD,741201,2018-03-20,2018-03-20,2018-04-03,4499,2018-04-05,14.324987251789073
2969990,AE,1,400059,233,245,131,B,ADLD,390003,2016-04-20,2016-04-20,2018-03-11,4015,2018-03-16,18.38515204785227
3010063,AN,21,110015,308,245,131,A,ADLD,110088,2016-05-27,2016-04-28,2018-03-23,4580,2018-03-27,9.67459173729222
3046845,AN,21,110015,233,245,131,A,ADLD,110059,2017-07-19,2017-03-22,2018-04-02,4580,2018-04-06,8.018902479900884
3048458,AE,2,110018,233,233,228,A,ADLD,122002,2018-03-08,2017-01-05,2018-04-02,4093,2018-04-09,15.459488641982407
2849149,AN,7,500004,233,233,131,C,ADLD,533126,2018-01-06,2018-01-04,2018-02-07,4403,2018-02-11,14.644925819096947
2968942,AN,21,110015,233,233,131,A,ADLD,110064,2016-10-21,2016-10-19,2018-03-10,4580,2018-03-15,10.113074926589812
2971826,AN,22,400104,233,233,131,A,ADLD,411057,2017-05-04,2017-05-03,2018-03-12,4581,2018-03-28,12.500128859069552
2885724,AJ,3,560011,233,233,228,A,ADLD,560032,2017-12-25,2017-09-03,2018-02-19,4460,2018-02-21,11.294519425779372
2957326,AN,22,400104,233,233,131,B,ADLD,360003,2017-06-19,2017-06-16,2018-03-08,4581,2018-03-20,15.4968128081407
3023156,AN,21,110015,233,233,131,B,ADLD,208021,2017-04-11,2017-04-07,2018-03-26,4580,2018-04-06,12.439902603006315
3031818,J,2,110018,233,233,131,A,ADLD,400057,2017-07-01,2017-07-01,2018-03-28,5138,2018-04-03,12.687154828064632
2896521,AN,21,110015,233,233,131,A,ADLD,201308,2017-04-14,2017-04-12,2018-02-22,4580,2018-02-24,10.947073708104298
2912723,AN,8,700064,233,233,131,A,ADLD,700075,2018-01-03,2017-12-30,2018-02-27,4508,2018-03-03,11.04133184031862
3058913,AN,21,110015,233,233,131,A,ADLD,201308,2017-07-21,2017-07-20,2018-04-05,4580,2018-04-10,9.227806390333548
2818736,AJ,2,110018,233,233,131,A,ADLD,201304,2018-01-11,2018-01-08,2018-01-30,4388,2018-02-01,15.44613832164118
2865098,C,2,110018,233,233,131,A,ADLD,201301,2017-11-25,2017-11-25,2018-02-12,4094,2018-02-15,16.725624951539782
2949049,AN,2,110018,233,233,228,A,ADLD,122015,2017-06-04,2018-03-07,2018-03-07,4388,2018-03-17,15.592865678341747
2970789,C,2,110018,308,233,131,A,ADLD,122101,2017-11-30,2017-11-30,2018-03-12,4550,2018-03-18,12.574462502866986
2971445,AN,22,400104,233,233,131,A,ADLD,401202,2017-10-09,2017-09-30,2018-03-12,4581,2018-03-27,12.484558374611558
3036266,AJ,27,110034,233,233,228,A,ADLD,302019,2017-08-10,2018-03-30,2018-03-29,4388,2018-03-30,14.997730174540534
2991519,C,1,400059,308,233,131,A,ADLD,400080,2017-05-20,2017-05-12,2018-03-17,4545,2018-03-20,14.303289522208898
2908113,C,2,110018,233,233,228,A,ADLD,201307,2018-01-26,2017-12-11,2018-02-26,4091,2018-03-31,16.15354999093257
2947992,AI,6,160059,233,233,131,C,ADLD,141008,2018-02-13,2018-02-13,2018-03-06,4437,2018-03-15,14.156920125113832
3032231,AI,8,700064,233,233,131,A,ADLD,700135,2017-11-30,2017-11-30,2018-03-28,4499,2018-04-03,11.132347775156367
3056386,C,5,380009,233,233,228,A,ADLD,380058,2018-02-15,2018-04-08,2018-04-05,4011,2018-04-07,14.4795624477354
3040022,C,5,380009,233,233,228,B,ADLD,395006,2017-07-18,2016-05-20,2018-03-30,4546,2018-04-16,13.137893925183175
3001209,AJ,25,560037,233,245,131,A,ADLD,560094,2016-05-11,2016-05-01,2018-03-20,4460,2018-03-24,10.261617326843353
2972736,AA,3,560011,308,245,131,A,ADLD,560072,2017-05-23,2017-05-22,2018-03-12,4400,2018-03-24,11.746154947317937
2861610,C,8,700064,233,233,131,C,ADLD,751006,2017-11-29,2017-11-26,2018-02-11,4500,2018-02-17,18.004532093989248
2970451,AA,24,110092,233,233,228,A,ADLD,122051,2017-07-05,2016-07-18,2018-03-11,4150,2018-03-13,15.251356213787968
3040775,AN,21,110015,233,233,131,B,ADLD,248007,2017-12-28,2017-06-22,2018-03-31,4580,2018-04-04,12.390096082013596
3040775,AN,21,110015,0,233,131,B,ADLD,248007,2017-12-28,2017-06-22,2018-03-31,4580,2018-04-04,11.466585371466643
3046439,AN,21,110015,233,233,131,C,ADLD,143505,2017-04-11,2017-04-09,2018-04-02,4580,2018-04-07,9.91890062842542
2906541,Q,6,160059,233,233,131,B,ADLD,134102,2018-01-03,2018-01-03,2018-02-25,4439,2018-03-27,14.99342583367785
2853022,AN,8,700064,233,233,228,A,ADLD,700055,2018-01-11,2017-08-27,2018-02-08,4508,2018-02-11,10.69553592184252
3036610,AI,23,400001,233,233,131,B,ADLD,390002,2017-12-02,2017-12-02,2018-03-29,4398,2018-04-13,13.412018526316546
2833408,C,17,800001,201,233,131,D,ADLD,821109,2018-01-13,2018-01-06,2018-02-03,4409,2018-02-12,17.654521308413106
2947913,AN,21,110015,233,233,131,A,ADLD,121005,2017-07-31,2017-07-26,2018-03-06,4580,2018-03-09,10.22786059657938
3035769,AN,22,400104,233,233,131,A,ADLD,421204,2017-11-18,2016-11-14,2018-03-29,4581,2018-04-01,10.762640420540468
2876093,AN,22,400104,233,233,131,A,ADLD,380051,2016-10-13,2016-10-13,2018-02-16,4581,2018-02-24,12.941599605005036
2875113,AN,22,400104,233,233,228,A,ADLD,421301,2018-01-15,2018-01-14,2018-02-15,4581,2018-02-16,11.499950094504298
2905975,AN,3,560011,233,233,228,A,ADLD,560029,2017-08-21,2017-07-17,2018-02-24,4467,2018-02-27,11.432839522739187
3008986,C,4,600024,233,233,131,A,ADLD,603112,2017-12-02,2017-12-02,2018-03-22,4483,2018-03-24,11.131132895201143
2932995,AN,21,110015,233,245,131,A,ADLD,110084,2017-09-28,2017-09-23,2018-03-03,4580,2018-03-07,9.51572729250563
2831032,AN,4,600024,233,233,131,A,ADLD,600011,2016-10-14,2016-10-13,2018-02-02,4490,2018-02-11,11.065965661646619
2852989,AN,22,400104,233,233,131,B,ADLD,452001,2017-03-18,2017-02-08,2018-02-08,4581,2018-02-15,14.902435247904222
2920993,AN,22,400104,233,233,131,B,ADLD,440010,2017-02-17,2017-02-15,2018-02-27,4581,2018-03-08,15.783871655240784
3040035,AN,21,110015,308,233,131,A,ADLD,122001,2017-05-03,2017-04-26,2018-03-30,4580,2018-04-03,8.518963476929628
2843184,AN,21,110015,233,233,131,A,ADLD,201301,2017-03-03,2017-03-02,2018-02-06,4580,2018-02-10,11.12453531198278
2865553,AN,22,400104,233,233,131,A,ADLD,400088,2017-06-28,2017-06-27,2018-02-13,4581,2018-02-16,12.347476851895111
2902539,AN,22,400104,233,233,131,B,ADLD,396191,2017-10-20,2017-10-18,2018-02-23,4581,2018-02-27,14.458761843909013
2898724,AN,2,110018,233,233,131,A,ADLD,110092,2017-12-23,2017-12-22,2018-02-22,4147,2018-02-26,17.43745138835208
2885519,AJ,1,400059,233,233,131,A,ADLD,400059,2017-05-10,2017-05-10,2018-02-19,4398,2018-02-24,13.351017936857701
2885544,C,2,110018,233,233,228,A,ADLD,122003,2017-05-28,2016-11-24,2018-02-19,4094,2018-02-23,16.375451904229756
2897295,AN,22,400104,233,233,131,A,ADLD,400064,2017-03-24,2017-03-23,2018-02-22,4581,2018-03-07,12.621940968376661
2949791,AJ,2,110018,233,233,228,A,ADLD,110029,2017-06-01,2017-05-28,2018-03-07,4388,2018-03-13,15.167770780462638
2908160,AN,21,110015,233,233,131,B,ADLD,180001,2017-08-07,2017-08-02,2018-02-26,4580,2018-03-09,14.35880536343719
2884689,AN,21,110015,233,233,131,B,ADLD,282006,2017-12-18,2017-08-08,2018-02-19,4580,2018-03-19,14.206029027905052
2995093,AN,22,400104,308,233,228,A,ADLD,400078,2018-02-27,2018-02-14,2018-03-19,4581,2018-03-22,12.250630455337918
2938358,J,2,110018,233,233,131,A,ADLD,201301,2018-02-26,2018-02-20,2018-03-04,4154,2018-03-08,17.36830625107238
2957114,AJ,2,110018,233,233,228,A,ADLD,110058,2018-02-13,2017-10-24,2018-03-08,4388,2018-03-27,15.167770780462638
2970736,L,2,110018,233,233,131,B,ADLD,160030,2017-09-29,2017-09-24,2018-03-12,4442,2018-03-15,14.347708989038454
3030083,C,11,641012,233,233,131,A,ADLD,641022,2017-12-14,2017-12-07,2018-03-28,4492,2018-03-31,11.087070675922824
3053123,C,2,110018,233,233,131,A,ADLD,201014,2018-01-19,2016-08-26,2018-04-04,4091,2018-04-07,14.889568348569123
3085831,AN,21,110015,233,233,131,A,ADLD,110034,2018-02-07,2018-02-06,2018-04-15,4580,2018-04-18,8.315745747526805
3080561,AJ,25,560037,233,233,228,A,ADLD,560066,2018-03-25,2018-01-07,2018-04-13,4460,2018-04-19,8.81834264216024
3003740,AI,23,400001,233,245,131,B,ADLD,395005,2017-11-03,2017-11-02,2018-03-21,4398,2018-03-29,15.160640605186286
2930612,AJ,6,160059,233,233,131,C,ADLD,141013,2018-01-18,2017-10-16,2018-03-02,4437,2018-03-10,14.046849976302633
3006065,AN,21,110015,233,233,131,A,ADLD,110093,2017-06-05,2017-05-30,2018-03-22,4580,2018-04-01,8.280668220173999
3058134,C,2,110018,233,233,228,A,ADLD,110017,2018-03-17,2017-08-31,2018-04-05,4091,2018-04-15,14.57681091401019
2987334,S,4,600024,233,233,131,A,ADLD,600043,2017-12-11,2017-10-17,2018-03-16,4485,2018-03-20,11.215329620605612
2999954,C,8,700064,233,233,131,A,ADLD,700027,2017-11-14,2017-11-11,2018-03-20,4511,2018-03-22,12.040895269396307
2884838,AN,7,500004,233,233,131,A,ADLD,500081,2018-01-20,2017-06-07,2018-02-19,4403,2018-02-23,11.92812544876205
3070143,C,7,500004,233,233,228,A,ADLD,500081,2018-02-02,2018-01-31,2018-04-10,4477,2018-04-14,9.962128287338391
3022397,AD,2,110018,233,233,228,A,ADLD,121001,2018-02-28,2016-10-05,2018-03-26,4148,2018-04-17,19.764194860824794
3025645,AJ,27,110034,233,233,228,A,ADLD,121005,2018-03-10,2018-03-07,2018-03-27,4388,2018-04-05,13.874240755556322
2825206,AA,21,110015,233,233,228,A,ADLD,110075,2017-07-23,2018-01-29,2018-01-31,4580,2018-02-05,10.106186456945542
2861932,AN,22,400104,233,233,131,A,ADLD,400067,2017-11-03,2017-11-02,2018-02-12,4581,2018-02-16,12.431179711435464
3060469,AJ,25,560037,233,233,131,A,ADLD,560050,2017-09-06,2017-09-06,2018-04-06,4460,2018-04-12,8.475674605405212
2872663,AJ,6,160059,233,233,131,C,ADLD,143001,2017-05-02,2016-05-26,2018-02-15,4437,2018-02-17,13.054457057489111
2872663,AJ,6,160059,233,233,131,C,ADLD,143001,2017-05-02,2016-05-03,2018-02-15,4437,2018-02-17,13.054457057489111
2949697,AJ,2,110018,233,233,228,B,ADLD,132103,2018-02-08,2017-08-06,2018-03-07,4388,2018-03-08,15.746849348834905
2951181,AN,21,110015,233,233,131,A,ADLD,226001,2017-05-10,2017-05-09,2018-03-07,4580,2018-03-12,11.609005936663412
2865460,AE,2,110018,233,233,131,A,ADLD,110030,2017-02-28,2017-02-28,2018-02-13,4093,2018-02-26,17.146541422486404
3074080,AN,21,110015,233,233,131,A,ADLD,122018,2017-04-22,2017-04-21,2018-04-11,4580,2018-04-17,8.30842566616529
2866420,C,5,380009,233,233,131,A,ADLD,380004,2018-01-19,2018-01-17,2018-02-13,4546,2018-02-16,12.947118402190618
2967568,C,5,380009,233,233,131,A,ADLD,380004,2017-07-10,2017-03-11,2018-03-10,4546,2018-03-13,13.165587755303347
2822670,AJ,9,411016,233,233,131,A,ADLD,411023,2017-06-14,2017-06-12,2018-01-31,4021,2018-02-06,11.890803121410908
2839919,AD,9,411016,233,233,228,A,ADLD,411014,2017-08-22,2017-07-26,2018-02-05,4030,2018-02-06,12.145257252235332
2858197,AJ,2,110018,233,233,131,A,ADLD,110018,2017-09-11,2017-06-09,2018-02-10,4388,2018-02-17,15.795018470275728
2851271,AN,21,110015,233,233,131,A,ADLD,201009,2017-05-02,2017-04-19,2018-02-08,4580,2018-02-16,10.947073708104298
2883327,AN,2,110018,233,233,131,A,ADLD,110088,2017-04-10,2017-04-07,2018-02-18,4147,2018-02-24,16.474855313219244
2819467,AJ,2,110018,233,233,131,A,ADLD,201301,2017-08-07,2017-05-25,2018-01-30,4388,2018-02-07,15.433656178605487
2819467,D,2,110018,233,233,131,A,ADLD,201301,2017-08-07,2016-11-25,2018-01-30,4388,2018-02-07,15.532633867229809
2893006,AJ,2,110018,233,233,228,A,ADLD,110065,2018-01-22,2017-02-08,2018-02-21,4388,2018-03-04,15.500385891293845
2921148,AJ,1,400059,233,233,131,A,ADLD,401208,2017-03-15,2017-03-15,2018-02-27,4398,2018-03-01,14.029016331537575
2898414,AJ,1,400059,233,233,131,B,ADLD,403711,2018-01-24,2017-04-17,2018-02-22,4398,2018-02-26,15.246258825371903
2953951,AN,21,110015,233,233,131,A,ADLD,110018,2017-04-20,2017-04-20,2018-03-08,4580,2018-03-17,10.094967521895802
2928638,C,3,560011,233,233,131,C,ADLD,591317,2018-02-07,2017-11-19,2018-03-01,4461,2018-03-09,15.452780418297312
2999209,AN,21,110015,233,233,131,B,ADLD,201206,2017-04-04,2017-03-28,2018-03-19,4580,2018-03-21,14.360338746742983
3002827,AN,17,800001,233,233,131,C,ADLD,834001,2018-02-20,2018-02-15,2018-03-21,4538,2018-03-23,15.291288538684833
2987302,C,2,110018,233,233,131,A,ADLD,201306,2017-12-13,2017-12-13,2018-03-16,4091,2018-03-18,16.837528242526012
2980478,AJ,17,800001,233,233,228,C,ADLD,828306,2017-07-14,2016-04-13,2018-03-14,4370,2018-03-17,17.983768903583634
3042399,AJ,23,400001,233,233,131,A,ADLD,411037,2017-08-23,2017-08-19,2018-03-31,4398,2018-04-03,10.810351465719604
3019622,AD,3,560011,233,233,228,A,ADLD,560034,2017-06-13,2017-05-11,2018-03-26,5146,2018-04-01,12.011065318817073
3017268,AJ,27,110034,308,233,131,A,ADLD,110044,2017-12-27,2017-12-16,2018-03-25,4388,2018-03-29,16.98073853666462
3048526,AN,8,700064,201,233,131,D,ADLD,742202,2017-06-13,2017-05-18,2018-04-03,4508,2018-04-05,12.632911503834075
3043896,AJ,27,110034,233,233,131,A,ADLD,122017,2017-07-04,2017-06-24,2018-03-31,4388,2018-04-05,14.017274036292374
3061094,AN,26,560066,233,233,228,A,ADLD,560103,2018-03-11,2018-01-02,2018-04-06,5001,2018-04-09,9.595688739190956
3050016,AN,22,400104,233,233,131,B,ADLD,410210,2017-09-13,2017-08-03,2018-04-03,4581,2018-04-07,12.758681245553264
2978616,AN,21,110015,233,233,131,A,ADLD,201304,2018-01-10,2018-01-08,2018-03-14,4580,2018-03-28,11.667406553250256
3055893,AD,2,110018,233,233,228,A,ADLD,110044,2017-07-13,2017-01-08,2018-04-05,4148,2018-04-15,15.61202419323252
3065642,C,6,160059,233,233,131,B,ADLD,151001,2017-09-05,2016-12-26,2018-04-08,4437,2018-04-11,10.756943177785587
3065642,AJ,6,160059,233,233,131,B,ADLD,151001,2017-09-05,2017-06-07,2018-04-08,4437,2018-04-11,10.657965489161265
3025875,K,1,400059,233,233,131,A,ADLD,641009,2017-08-10,2017-07-29,2018-03-27,4498,2018-04-13,15.108066491715082
3008299,AJ,2,110018,233,245,131,A,ADLD,110092,2017-10-23,2017-10-18,2018-03-22,4388,2018-03-24,16.197035537812233
2939037,AN,21,110015,233,233,131,B,ADLD,136118,2017-12-21,2017-12-12,2018-03-04,4580,2018-03-07,11.908162433321122
3040038,AN,26,560066,233,233,131,A,ADLD,560067,2018-02-24,2016-07-28,2018-03-30,5001,2018-04-16,9.192078182292976
3016539,AN,21,110015,233,233,131,B,ADLD,322001,2017-06-28,2017-06-28,2018-03-25,4580,2018-03-27,14.511061497925597
3028370,S,24,110092,233,233,228,B,ADLD,412101,2017-12-28,2017-07-09,2018-03-27,4150,2018-03-31,14.51993398020153
2847600,AJ,5,380009,233,245,131,A,ADLD,382424,2017-05-04,2017-01-03,2018-02-07,4422,2018-02-13,12.348451620997347
2902293,AN,21,110015,233,233,131,A,ADLD,201310,2016-08-18,2016-08-16,2018-02-23,4580,2018-02-27,11.264775676929636
2829320,AH,2,110018,233,233,228,B,ADLD,125005,2017-12-25,2017-10-01,2018-02-01,4145,2018-02-25,15.915081469907626
2939295,AJ,4,600024,233,233,228,A,ADLD,600082,2017-07-09,2017-05-29,2018-03-04,4482,2018-03-08,11.036625259389353
3009300,AN,22,400104,233,233,131,B,ADLD,482001,2017-05-22,2017-05-19,2018-03-22,4581,2018-03-27,15.905198329228638
2870164,AN,22,400104,233,233,131,C,ADLD,413501,2018-01-18,2018-01-16,2018-02-14,4581,2018-02-16,14.736656617578568
2862546,AN,8,700064,233,233,131,C,ADLD,751024,2017-07-26,2017-07-22,2018-02-12,4508,2018-02-15,13.019103603890425
2993969,G,1,400059,233,233,131,A,ADLD,700069,2017-10-18,2017-10-18,2018-03-18,4504,2018-03-20,17.109966780922335
3030267,AA,4,600024,233,233,228,B,ADLD,602105,2017-06-01,2017-05-30,2018-03-28,4485,2018-03-30,13.383391336783895
2865691,Y,8,700064,201,233,131,D,ADLD,742225,2018-01-23,2017-12-15,2018-02-13,4508,2018-02-21,14.931531113852953
2983391,C,2,110018,308,233,228,A,ADLD,122001,2018-02-16,2016-11-24,2018-03-15,4091,2018-03-28,17.28393023687186
3011421,J,2,110018,233,233,131,B,ADLD,160020,2017-11-06,2017-10-28,2018-03-23,4442,2018-03-28,14.530389537203128
2858132,AN,8,700064,233,233,131,C,ADLD,751019,2017-11-06,2017-11-04,2018-02-10,4508,2018-02-13,13.246529933651807
2875296,AA,2,110018,233,233,228,A,ADLD,201304,2017-12-26,2016-01-09,2018-02-15,4150,2018-02-19,15.813605123590765
2860443,AA,1,400059,233,233,131,A,ADLD,400607,2017-10-17,2017-10-17,2018-02-10,4012,2018-02-14,18.003145153732756
2867249,AN,21,110015,233,233,131,B,ADLD,122107,2017-08-21,2017-04-13,2018-02-13,4580,2018-02-22,11.039359400826141
2926563,AN,7,500004,233,233,131,A,ADLD,500020,2017-07-25,2017-07-21,2018-02-28,4403,2018-03-03,12.278138722382856
2930792,AN,21,110015,233,233,131,A,ADLD,110046,2017-09-02,2017-08-27,2018-03-02,4580,2018-03-10,10.02937206704946
2894362,AF,4,600024,233,233,131,A,ADLD,600088,2016-05-11,2016-05-09,2018-02-21,4473,2018-02-23,10.669079581345393
2953718,AJ,2,110018,233,233,228,A,ADLD,201014,2017-05-11,2016-12-27,2018-03-08,4388,2018-03-09,14.905386177416718
3019625,AA,24,110092,233,233,131,C,ADLD,123021,2018-02-27,2017-11-15,2018-03-26,4150,2018-04-01,13.662262809431933
3032073,AN,21,110015,233,233,131,A,ADLD,201301,2016-06-16,2016-06-15,2018-03-28,4580,2018-03-31,11.333055118488888
3037470,AN,7,500004,233,233,131,A,ADLD,500011,2017-10-18,2017-10-14,2018-03-30,4403,2018-04-04,10.869965463255006
2986766,W,1,400059,233,233,131,A,ADLD,400069,2017-04-01,2017-03-20,2018-03-16,4016,2018-03-20,16.8188348278387
3039933,AJ,27,110034,233,233,131,A,ADLD,110096,2017-09-20,2017-06-10,2018-03-30,4388,2018-04-04,13.806907499674733
3039933,AJ,27,110034,233,233,131,A,ADLD,110096,2017-09-20,2017-08-10,2018-03-30,4388,2018-04-04,13.806907499674733
3068055,AJ,27,110034,233,233,131,A,ADLD,122007,2018-03-06,2017-11-03,2018-04-09,4388,2018-04-10,13.692831193452925
3047030,S,24,110092,233,233,228,A,ADLD,201304,2018-02-08,2017-03-30,2018-04-02,4150,2018-04-12,12.83725071551834
3052092,AN,21,110015,233,233,131,A,ADLD,110018,2018-03-28,2018-03-20,2018-04-03,4580,2018-04-11,8.149189142554825
2843915,C,2,110018,233,245,228,A,ADLD,110029,2018-01-22,2016-12-18,2018-02-06,4091,2018-02-15,15.743298417410447
2989408,AN,21,110015,308,233,131,A,ADLD,122002,2017-06-05,2017-06-03,2018-03-16,4580,2018-03-23,11.013049892164565
3054440,AN,7,500004,233,233,131,A,ADLD,500038,2017-10-25,2017-10-23,2018-04-04,4403,2018-04-20,10.233323020450637
2844465,AN,22,400104,233,233,131,B,ADLD,425001,2017-03-05,2017-02-20,2018-02-06,4581,2018-02-13,14.902435247904222
2941622,C,3,560011,233,233,228,B,ADLD,590001,2018-02-14,2018-02-01,2018-03-05,4469,2018-03-09,14.217236782990586
2972978,AN,22,400104,233,233,131,B,ADLD,361008,2017-08-25,2016-07-29,2018-03-12,4581,2018-03-14,15.4968128081407
2937549,AA,24,110092,233,233,228,A,ADLD,121001,2017-12-30,2017-08-02,2018-03-03,4150,2018-03-07,15.096763816572691
2957459,AN,26,560066,233,233,131,B,ADLD,581402,2017-08-14,2017-08-02,2018-03-08,5001,2018-03-16,13.512160858952903
3049944,AJ,27,110034,233,245,228,A,ADLD,110043,2017-09-09,2017-08-07,2018-04-03,4388,2018-04-15,12.245208169719758
2928392,AJ,23,400001,233,233,131,A,ADLD,400010,2017-05-17,2017-05-03,2018-03-01,4398,2018-03-07,12.766100596410318
2851960,C,6,160059,233,233,131,C,ADLD,143001,2017-10-21,2017-10-19,2018-02-08,4549,2018-02-12,12.236057805140335
3000257,AI,23,400001,233,233,131,B,ADLD,452002,2017-11-30,2017-11-30,2018-03-20,4398,2018-03-26,15.703470706350203
2894173,AN,11,641012,201,201,131,0,ADLD,670002,2018-02-02,2018-01-31,2018-02-21,4495,2018-03-13,16.387470051335896
3022082,Z,2,110018,233,233,131,A,ADLD,110085,2017-12-14,2017-12-14,2018-03-26,4405,2018-03-28,15.608065521112032
3052963,C,5,380009,233,245,131,A,ADLD,380013,2017-11-30,2017-11-28,2018-04-04,4546,2018-04-08,10.844833402446602
2866651,AN,21,110015,233,233,131,A,ADLD,201306,2018-02-02,2018-01-26,2018-02-13,4580,2018-02-21,11.281425142865666
2880980,AJ,2,110018,233,233,131,A,ADLD,110044,2018-01-15,2018-01-12,2018-02-17,4388,2018-02-22,16.093698264334716
3018382,AN,21,110015,308,233,131,A,ADLD,110086,2017-11-18,2017-09-11,2018-03-25,4580,2018-03-31,10.321334141632994
2944199,I,1,400059,233,233,131,A,ADLD,641001,2017-11-16,2017-11-16,2018-03-06,4011,2018-03-24,20.446881712968555
3045350,AN,7,500004,233,233,131,A,ADLD,500032,2016-06-23,2015-05-21,2018-04-02,4403,2018-04-06,10.009658158143113
3058013,AN,21,110015,233,233,131,B,ADLD,181121,2016-09-20,2016-09-16,2018-04-05,4580,2018-04-14,12.025299729207866
3011297,AI,23,400001,233,245,131,B,ADLD,390006,2017-10-16,2017-10-14,2018-03-23,4398,2018-03-27,15.160640605186286
3057071,C,3,560011,233,245,228,A,ADLD,560078,2017-07-17,2016-11-07,2018-04-05,4469,2018-04-09,10.737020139504315
2876024,AD,4,600024,233,233,131,B,ADLD,632602,2017-07-05,2017-06-30,2018-02-16,4488,2018-02-23,12.32881692082839
2866461,AN,21,110015,233,233,131,B,ADLD,147001,2017-03-14,2017-03-09,2018-02-13,4580,2018-02-19,11.338187418020198
2880281,AJ,11,641012,201,201,131,0,ADLD,679340,2017-05-05,2017-04-24,2018-02-17,4496,2018-02-22,15.182127341229613
2858850,AN,21,110015,233,233,131,B,ADLD,127021,2016-11-11,2016-11-07,2018-02-10,4580,2018-02-14,11.123062260366494
2994339,AN,22,400104,233,233,131,A,ADLD,411003,2017-05-15,2017-05-13,2018-03-18,4581,2018-03-26,12.500128859069552
2992448,AN,7,500004,233,233,131,B,ADLD,530017,2018-02-01,2017-06-07,2018-03-17,4403,2018-03-30,15.000689527170259
2984563,AN,22,400104,233,233,131,A,ADLD,421204,2017-03-19,2017-03-16,2018-03-15,4581,2018-03-22,12.677590462948034
2943340,G,1,400059,233,233,228,B,ADLD,125005,2018-01-11,2016-02-24,2018-03-05,4011,2018-03-07,16.051292883060743
2895937,AJ,3,560011,233,233,228,C,ADLD,574101,2018-01-31,2017-11-07,2018-02-22,4460,2018-02-24,12.552969149223904
3044959,AN,7,500004,233,233,131,D,ADLD,509125,2017-06-14,2017-06-12,2018-04-01,4403,2018-04-10,13.068594033777721
3052062,AI,3,560011,308,233,131,A,ADLD,560083,2018-03-31,2018-03-31,2018-04-03,4460,2018-04-12,10.556374663479097
2862097,AJ,5,380009,233,245,131,A,ADLD,380051,2017-02-14,2017-02-13,2018-02-12,4422,2018-02-21,12.500540666056773
3076947,AN,26,560066,233,233,228,A,ADLD,600091,2018-03-04,2018-02-20,2018-04-12,5001,2018-04-14,9.595688739190956
2897282,AJ,4,600024,233,233,228,A,ADLD,600113,2017-10-13,2017-08-30,2018-02-22,4482,2018-02-23,10.93912888092217
3038516,C,6,160059,233,233,131,B,ADLD,134203,2017-05-04,2017-05-04,2018-03-30,4549,2018-04-04,11.133376829157791
2842992,AJ,2,110018,233,233,131,A,ADLD,201308,2017-03-04,2017-03-04,2018-02-06,4388,2018-02-14,15.379248123031617
2907463,AJ,2,110018,233,233,131,A,ADLD,122001,2017-05-29,2017-05-23,2018-02-26,4388,2018-03-03,16.296044331324808
2820292,AA,2,110018,233,233,228,A,ADLD,201304,2017-06-07,2017-05-15,2018-01-30,4150,2018-02-03,15.767187663782831
2834028,AM,6,160059,233,233,131,C,ADLD,136135,2017-07-19,2016-10-09,2018-02-03,4435,2018-02-06,13.422679973455761
2834028,AN,6,160059,233,233,131,C,ADLD,136135,2017-07-19,2017-07-14,2018-02-03,4435,2018-02-06,13.422679973455761
2873907,AN,22,400104,233,233,131,A,ADLD,411008,2017-04-24,2017-04-22,2018-02-15,4581,2018-02-17,12.12904822706812
2855526,AN,22,400104,233,233,131,A,ADLD,411041,2016-05-22,2016-05-21,2018-02-09,4581,2018-02-18,12.12904822706812
2906338,AN,21,110015,233,233,131,B,ADLD,281001,2017-11-09,2017-09-20,2018-02-25,4580,2018-02-27,13.309691842185332
2908052,AN,21,110015,233,233,228,A,ADLD,302019,2018-01-24,2017-03-22,2018-02-26,4580,2018-03-01,11.451571203896554
2939371,AN,21,110015,201,233,131,D,ADLD,125053,2017-09-18,2017-09-13,2018-03-05,4580,2018-03-09,14.514002232791986
2946716,AJ,12,302006,233,233,228,A,ADLD,302018,2017-12-06,2017-05-31,2018-03-06,4407,2018-03-07,12.660992118785515
2948650,S,24,110092,233,233,131,0,ADLD,0,2017-08-23,2017-01-04,2018-03-07,4150,2018-03-10,15.877459829523506
2948650,AN,24,110092,233,233,131,0,ADLD,0,2017-08-23,2017-08-19,2018-03-07,4150,2018-03-10,15.23576964217347
2959949,AN,7,500004,233,233,131,D,ADLD,535270,2018-01-07,2018-01-04,2018-03-09,4403,2018-03-13,15.86383310346906
2981186,AJ,6,160059,233,233,228,B,ADLD,140103,2017-09-18,2017-01-04,2018-03-14,4437,2018-03-25,13.320630187375738
2980376,C,1,400059,233,233,131,B,ADLD,452010,2017-11-25,2017-11-25,2018-03-14,4545,2018-03-17,16.505002610541542
